,gender,name,party,suggestion
124,male,Scott,Republican,"[scott garrett, scott garrett virginia, scott garrett bloomberg, scott garrett congress, scott garrett dc office, scott garrett twitter, scott garrett staff, scott garrett fundraising, scott garrett kansas state, scott garrett beckman coulter]"
125,male,Bob,Republican,"[bob goodlatte, bob goodlatte twitter, bob goodlatte staff, bob goodlatte district, bob goodlatte committees, bob goodlatte office, bob goodlatte judiciary committee, bob goodlatte for congress, bob goodlatte primary, bob goodlatte facebook]"
126,female,Kay,Republican,"[kay granger, kay granger staff, kay granger district, kay granger for congress, kay granger twitter, kay granger appropriations committee, kay granger bio, kay granger facebook, kay granger wiki, kay granger costa rica]"
127,male,Sam,Republican,"[sam graves, sam graves staff, sam graves committees, sam graves for congress, sam graves twitter, sam graves photography, sam graves office, sam graves chief of staff, sam graves mo, sam graves photographer]"
128,male,Gene,Democrat,"[gene green, gene green for congress, gene green primary, gene green adrian garcia, gene green twitter, gene green staff, gene green mental health, gene green election, gene green committees, gene green bio]"
129,male,Raúl,Democrat,"[raúl grijalva, raúl grijalva bernie sanders, raul grijalva biography, raul grijalva contact, raul grijalva for congress, raul grijalva staff, raul grijalva office, raul grijalva tucson office, raul grijalva twitter, raul grijalva toronto]"
130,male,Luis,Democrat,"[luis gutiérrez, luis gutiérrez chicago il, luis gutiérrez soto, luis gutiérrez maluenda, luis gutiérrez serantes, luis gutierrez immigration, luis gutierrez facebook, luis gutierrez office, luis gutierrez twitter, luis gutierrez biography]"
131,male,Alcee,Democrat,"[alcee hastings, alcee hastings chief of staff, alcee hastings texas, alcee hastings staff, alcee hastings for congress, alcee hastings twitter, alcee hastings committees, alcee hastings jon stewart, alcee hastings thug life, alcee hastings bio]"
132,male,Jeb,Republican,"[jeb hensarling, jeb hensarling staff, jeb hensarling bio, jeb hensarling for congress, jeb hensarling facebook, jeb hensarling twitter, jeb hensarling financial services, jeb hensarling wiki, jeb hensarling office, jeb hensarling net worth]"
133,male,Rubén,Democrat,"[rubén hinojosa, rubén hinojosa texas, ruben hinojosa elementary, ruben hinojosa elementary school, ruben hinojosa construction, ruben hinojosa office, ruben hinojosa for congress, ruben hinojosa biography, ruben hinojosa congressman, ruben hinojosa elementary sharyland]"
134,male,Michael,Democrat,"[michael honda, michael honda staff, michael honda wiki, michael honda carson city, mike honda congress, michael honda california, michael honda commercial, michael honda area no kishi, michael honda fresno, michael honda ca]"
135,male,Steny,Democrat,"[steny hoyer, steny hoyer district, steny hoyer office, steny hoyer committees, steny hoyer staff, steny hoyer calendar, steny hoyer internship, steny hoyer chief of staff, steny hoyer twitter, steny hoyer white house tour]"
136,male,Steve,Democrat,"[steve israel, steve israel retire, steve israel new york times, steve israel committees, steve israel for congress, steve israel staff, steve israel net worth, steve israel twitter, steve israel district, steve israel book]"
137,male,Darrell,Republican,"[darrell issa, darrell issa committees, darrell issa dc office, darrell issa staff, darrell issa twitter, darrell issa house, darrell issa for congress, darrell issa marco rubio, darrell issa wired, darrell issa internship]"
138,female,Sheila,Democrat,"[sheila jackson lee, sheila jackson lee twitter, sheila jackson lee chief of staff, sheila jackson lee security, sheila jackson lee congress, sheila jackson lee memes, sheila jackson lee facebook, sheila jackson lee internship, sheila jackson lee district map, sheila jackson lee vietnam]"
139,female,Eddie,Democrat,"[eddie johnson, eddie johnson nba, eddie johnson congress, eddie johnson football, eddie johnson nba radio, eddie johnson jr, eddie johnson facebook, eddie johnson nba stats, eddie johnson miami, eddie johnson twitter]"
140,male,Sam,Republican,"[sam johnson, sam johnson for congress, sam johnson primary, sam johnson district, sam johnson wife, sam johnson staff, sam johnson facebook, sam johnson hudl, sam johnson committee assignments, sam johnson soccer]"
141,male,Walter,Republican,"[walter jones, walter jones congress, walter jones actor, walter jones twitter, walter jones staff, walter jones primary, walter jones dc office, walter jones nih, walter jones facebook, walter jones sword]"
142,female,Marcy,Democrat,"[marcy kaptur, marcy kaptur staff, marcy kaptur twitter, marcy kaptur dc office, marcy kaptur committees, marcy kaptur district, marcy kaptur for congress, marcy kaptur bernie sanders, marcy kaptur chief of staff, marcy kaptur ukraine]"
143,male,Ron,Democrat,"[ron kind, ron kind dc office, ron kind staff, ron kind chief of staff, ron kind for congress, ron kind district, ron kind twitter, ron kind committees, ron kind wiki, ron kind primary]"
144,male,Peter,Republican,"[peter king, peter king mmqb, peter king twitter, peter kingsley, peter king staff, peter king hall of fame, peter king dc office, peter king newsday, peter king committees, peter king sports]"
145,male,Steve,Republican,"[steve king, steve king twitter, steve king congress, steve king chief of staff, steve king primary, stephen king trump, steve king of steaks, stephen king donald trump, steve king district, steve king press secretary]"
146,male,John,Republican,"[john kline, john kline georgetown, john kline staff, john kline mn, john kline rubio, john kline homestead, john kline twitter, john kline committees, john kline education, john klinedinst]"
147,male,James,Democrat,"[james langevin, james langevin staff, james langevin wheelchair, james langevin biography, james langevin ri, james langevin office, james langevin for congress, james langevin contact info, james langevin bio, james langevin wiki]"
148,male,Rick,Democrat,"[rick larsen, rick larsen staff, rick larsen committees, rick larsen twitter, rick larsen chief of staff, rick larsen district, rick larsen eaa, rick larson star, rick larsen facebook, rick larsen bio]"
149,male,John,Democrat,"[john larson, john larson ct, john larson twitter, john larson dc office, john larson for congress, john larson staff, john larson committees, john larson social security, john larson leadership pac, john larson internship]"
150,female,Barbara,Democrat,"[barbara lee, barbara lee family foundation, barbara lee for congress, barbara lee twitter, barbara lee staff, barbara leen, barbara lee committees, barbara lee ross, barbara lee ca, barbara lee cambridge]"
151,male,Sander,Democrat,"[sander levin, sander levin twitter, sander levin retiring, sander levin chief of staff, sander levin committees, sander levinson, sander levin net worth, sander levin earnings stripping, sander levin office, sander levin ways and means]"
152,male,John,Democrat,"[john lewis, john lewis congressman, john lewis bernie sanders, john lewis wiki, john lewis civil rights, john lewis quotes, john lewis biography, john lewis christmas advert, john lewis gift list, john lewis clothes]"
153,male,Frank,Republican,"[frank lobiondo, frank lobiondo staff, frank lobiondo for congress, frank lobiondo committees, frank lobiondo facebook, frank lobiondo nj, frank lobiondo twitter, frank lobiondo net worth, frank lobiondo salary, frank lobiondo wiki]"
154,female,Zoe,Democrat,"[zoe lofgren, zoe lofgren staff, zoe lofgren twitter, zoe lofgren district map, zoe lofgren for congress, zoe lofgren apple, zoe lofgren immigration, zoe lofgren internship, zoe lofgren facebook, zoe lofgren wiki]"
155,female,Nita,Democrat,"[nita lowey, nita lowey staff, nita lowey twitter, nita lowey israel, nita lowey facebook, nita lowey wiki, nita lowey internship, nita lowey biography, nita lowey dc office, nita lowey district map]"
156,male,Frank,Republican,"[frank lucas, frank lucas wife, frank lucas congress, frank lucas jr, frank lucas quotes, frank lucas net worth, frank lucas brothers, frank lucas 2015, frank lucas daughter, frank lucas congressman]"
157,male,Stephen,Democrat,"[stephen lynch, stephen lynch congress, stephen lynch tour, stephen lynch songs, stephen lynch craig, stephen lynch ugly baby, stephen lynch d&d, stephen lynch superhero, stephen lynch youtube, stephen lynch lion]"
158,female,Carolyn,Democrat,"[carolyn maloney, carolyn maloney staff, carolyn maloney panda, carolyn maloney congress, carolyn maloney twitter, carolyn maloney dc office, carolyn maloney district map, carolyn maloney bio, carolyn maloney shepherd, carolyn maloney internship]"
159,male,Edward,Democrat,"[edward markey, edward markey committees, edward markey twitter, edward markey staff, edward markey senator, edward markey massachusetts, edward markey email address, edward markey boston office]"
160,female,Betty,Democrat,"[betty mccollum, betty mccollum staff, betty mccollum native american, betty mccollum twitter, betty mccollum for congress, betty mccollum committees, betty mccollum facebook, betty mccollum hillary clinton, betty mccollum obituary, betty mccollum palestine]"
161,male,Jim,Democrat,"[jim mcdermott, jim mcdermott congress, jim mcdermott twitter, jim mcdermott facebook, jim mcdermott staff, jim mcdermott retiring, jim mcdermott wiki, jim mcdermott committees, jim mcdermott india, jim mcdermott sj]"
162,male,James,Democrat,"[james mcgovern, james mcgovern edny, james mcgovern linkedin, james mcgovern congressman, james mcgovern facebook, james mcgovern lawyer, james mcgovern connecticut, james mcgovern committees, james mcgovern air force, james mcgovern worcester office]"
163,male,Gregory,Democrat,"[gregory meeks, gregory meeks staff, gregory meeks for congress, gregory meeks open secrets, gregory meeks father, gregory meeks house of representatives, gregory meeks wife, gregory meeks home, gregory meeks facebook, gregory meeks twitter]"
164,male,John,Republican,"[john mica, john mica twitter, john mica florida, john mica district, john mica staff, john micale, john mica for congress, john mica amtrak, john mica wiki, john mccain]"
165,female,Candice,Republican,"[candice miller, candice miller chief of staff, candice miller retiring, candice miller staff, candice miller visa waiver program, candice miller committees, candice millard author, candice miller flint, candice miller instagram, candice miller twitter]"
166,male,Jeff,Republican,"[jeff miller, jeff miller umd, jeff miller nfl, jeff miller twitter, jeff miller for congress, jeff miller dc, jeff miller staff, jeff miller va, jeff miller nfl health and safety, jeff miller washington dc]"
167,male,Tim,Republican,"[tim murphy, tim murphy twitter, tim murphy chief of staff, tim murphy mother jones, tim murphy actor, tim murphy mortgage waldorf, tim murphy football, tim murphy for congress, tim murphy harvard, tim murphy comcast sportsnet]"
168,male,Jerrold,Democrat,"[jerrold nadler, jerrold nadler staff, jerrold nadler committees, jerrold nadler wiki, jerrold nadler internship, jerrold nadler for congress, jerrold nadler twitter, jerrold nadler district, jerrold nadler bio, jerrold nadler iran]"
169,female,Grace,Democrat,"[grace napolitano, grace napolitano for congress, grace napolitano staff, grace napolitano stroke, grace napolitano office, grace napolitano chief of staff, grace napolitano facebook, grace napolitano twitter, grace napolitano election, grace napolitano committees]"
170,male,Richard,Democrat,"[richard neal, richard neal umd, richard neal committees, richard neal staff, richard neal obituary, richard neal facebook, richard neal fitness, richard nealy, richard neal beachbody, richard neale tuff hedeman]"
171,female,Eleanor,Democrat,"[eleanor norton, eleanor norton dc, eleanor norton office, eleanor norton parking, eleanor norton cello, eleanor norton holmes parking, eleanor norton wiki, eleanor norton twitter, eleanor norton holmes office, eleanor norton white house tour]"
172,male,Devin,Republican,"[devin nunes, devin nunes twitter, devin nunes intelligence, devin nunes staff, devin nunes for congress, devin nunes facebook, devin nunes tax reform, devin nunes district, devin nunes bio, devin nunes movie]"
173,male,Frank,Democrat,"[frank pallone, frank pallone staff, frank pallone district, frank pallone twitter, frank pallone for congress, frank pallone sr, frank pallone hillary clinton, frank pallone wiki, frank pallone office, frank pallone magistrate]"
174,male,Bill,Democrat,"[bill pascrell, bill pascrell chief of staff, bill pascrell twitter, bill pascrell internship, bill pascrell nj, bill pascrell facebook, bill pascrell paterson nj, bill pascrell iii, bill pascrell office, bill pascrell wiki]"
175,male,Stevan,Republican,"[stevan pearce, stevan pearce new mexico, steve pearce congress, stevan pearce wiki, rep steve pearce]"
176,female,Nancy,Democrat,"[nancy pelosi, nancy pelosi young, nancy pelosi office, nancy pelosi age, nancy pelosi twitter, nancy pelosi signature, nancy pelosi staff, nancy pelosi bio, nancy pelosi committees, nancy pelosi internship]"
177,male,Collin,Democrat,"[collin peterson, collin peterson twitter, collin peterson committees, collin peterson chief of staff, collin peterson tpp, collin peterson facebook, collin peterson death, collin peterson for congress, collin peterson retire, collin peterson obamacare]"
178,male,Joseph,Republican,"[joseph pitts, joseph pitts facebook, joseph pitts district, joseph pitts voting record, joseph pitts congressman, joseph pitts pa, joseph pitts dentist smyrna, joseph pitts football, joseph pitts email address, joseph pitts witness lee]"
179,male,David,Democrat,"[david price, david price congress, david price contract, david price stats, david price nc, david price trade, david price salary, david price boxer, david price deal, david price twitter]"
180,male,Charles,Democrat,"[charles rangel, charles rangel fellowship, charles rangel retiring, charles rangel twitter, charles rangel summer enrichment program, charles rangel district, charlie rangel staff, charles rangel dc office, charles rangel committees, charles rangel summer program]"
181,male,Harold,Republican,"[harold rogers, harold rogers pdmp, harold rogers ky, harold rogers grant, harold rogers obituary, harold rogers chicago, harold rogers csuf, harold rogers congress, harold rogers facebook, harold rogers cpa sherman tx]"
182,male,Mike,Republican,"[mike rogers, mike rogers alabama, mike rogers nsa, mike rogers for congress, mike rogers something to think about, mike rogers cnn, mike rogers staff, mike rogers committees, mike rogers facebook, mike rodgers track]"
183,male,Dana,Republican,"[dana rohrabacher, dana rohrabacher staff, dana rohrabacher twitter, dana rohrabacher russia, dana rohrabacher facebook, dana rohrabacher global warming, dana rohrabacher office, dana rohrabacher india, dana rohrabacher wife, dana rohrabacher pakistan]"
184,female,Ileana,Republican,"[ileana ros-lehtinen, ileana ros-lehtinen staff, ileana ros-lehtinen twitter, ileana ros-lehtinen cuba, ileana ros-lehtinen pronunciation, ileana ros-lehtinen son, ileana ros-lehtinen rubio, ileana ros-lehtinen daughter, ileana ros-lehtinen district, ileana ros-lehtinen marco rubio]"
185,female,Lucille,Democrat,"[lucille roybal-allard, lucille roybal-allard staff, lucille roybal-allard california, lucille roybal-allard twitter, lucille roybal-allard facebook, lucille roybal-allard district map, lucille roybal-allard committees, lucille roybal-allard for congress, lucille roybal-allard wiki, lucille roybal-allard quotes]"
186,male,Edward,Republican,"[edward royce, edward royce sociology, edward royce poverty and power, edward royce congress, edward royce congressional district map, edward royce wiki, ed royce campaign, edward royce email, royce edward r, congressman edward royce]"
187,male,C.,Democrat,"[ruppersberger c. a. dutch, c.a. dutch ruppersberger maryland]"
188,male,Bobby,Democrat,"[bobby rush, bobby rush congress, bobby rush blues, bobby rush obama, bobby rush staff, bobby rush songs, bobby rush dc office, bobby rush primary, bobby rush cancer, bobby rush chicken heads]"
189,male,Paul,Republican,"[paul ryan, paul ryan president, paul ryan beard, paul ryan video, paul ryan wife, paul ryan ad, paul ryan workout, paul ryan twitter, paul ryan budget, paul ryan net worth]"
190,male,Tim,Democrat,"[tim ryan, tim ryan twitter, tim ryan house, tim ryan for congress, tim ryan mindfulness, tim ryan reuters, tim ryan actor, tim ryan facebook, tim ryan congressional district, tim ryan instagram]"
191,female,Linda,Democrat,"[linda sánchez, linda sánchez jim sullivan, linda sanchez facebook, linda sanchez congress, linda sanchez congresswoman, linda sanchez district, linda sanchez staff, linda sanchez internship, linda sanchez california, linda sanchez office]"
192,female,Loretta,Democrat,"[loretta sanchez, loretta sanchez for senate, loretta sanchez twitter, loretta sanchez endorsements, loretta sanchez staff, loretta sanchez holiday card, loretta sanchez gun control, loretta sanchez kamala harris, loretta sanchez committees, loretta sanchez facebook]"
193,female,Janice,Democrat,"[janice schakowsky, janice schakowsky contact, janice schakowsky voting record, janice schakowsky office, janice schakowsky biography, jan schakowsky, jan schakowsky office, jan schakowsky email, jan schakowsky district map, jan schakowsky twitter]"
194,male,Adam,Democrat,"[adam schiff, adam schiff district, adam schiff staff, adam schiff committees, adam schiff twitter, adam schiffenbauer, adam schiff for congress, adam schiff facebook, adam schiff intelligence, adam schiff wiki]"
195,male,David,Democrat,"[david scott, david scott congress, david scott real sports, david scott simon, david scott usuhs, david scott twitter, david scott ga, david scott real sports race, david scott facebook, david scott xator]"
196,male,Robert,Democrat,"[robert scott, robert scott wilson, robert scott tomlinson, robert scott clothing, robert scott bell, robert scott virginia, robert scott economic policy institute, robert scott crane, robert scott duncanson, robert scott cpa]"
197,male,F.,Republican,"[f sensenbrenner, sensenbrenner f. james, f joseph sensenbrenner, f. joseph sensenbrenner jr, f j sensenbrenner, f james sensenbrenner wi, f jim sensenbrenner, rep. f. sensenbrenner, f james jim sensenbrenner jr, f. james sensenbrenner kimberly clark]"
198,male,José,Democrat,"[josé serrano, josé serrano-mcclain, josé serrano salgado, josé serrano ministro del interior, jose serrano senator, jose serrano flamenco, jose serrano ecuador, jose serrano 22nd amendment, jose serrano congressman, jose serrano term limits]"
199,male,Pete,Republican,"[pete sessions, pete sessions for congress, pete sessions staff, pete sessions primary, pete sessions dc office, pete sessions wiki, pete sessions twitter, pete sessions committees, pete sessions jeb bush, pete sessions facebook]"
200,male,Brad,Democrat,"[brad sherman, brad sherman staff, brad sherman iran, brad sherman for congress, brad sherman twitter, brad sherman committees, brad sherman wiki, brad sherman israel, brad sherman ballotpedia, brad sherman design]"
201,male,John,Republican,"[john shimkus, john shimkus for congress, john shimkus primary, john shimkus staff, john shimkus youtube, john shimkus twitter, john shimkus facebook, john shimkus district, john shimkus illinois, john shimkus committees]"
202,male,Michael,Republican,"[michael simpson, michael simpson actor, michael simpson facebook, michael simpson linkedin, michael simpson md, michael simpson jr, michael simpson caradigm, michael simpson football, michael simpson utah, michael simpson congress]"
203,female,Louise,Democrat,"[louise slaughter, louise slaughter staff, louise slaughter facebook, louise slaughter chief of staff, louise slaughter for congress, louise slaughter committees, louise slaughter twitter, louise slaughter retire, louise slaughter internship, louise slaughter district map]"
204,male,Adam,Democrat,"[adam smith, adam smith wealth of nations, adam smith definition, adam smith congressman, adam smith international, adam smith quotes, adam smith invisible hand, adam smith economics, adam smith institute, adam smith capitalism]"
205,male,Christopher,Republican,"[christopher smith, christopher smith congress, christopher smith kris kross, christopher smith howtobasic, christopher smith doe, christopher smith coleman, christopher smith invincea, christopher smith facebook, christopher smith fema, christopher smith md]"
206,male,Lamar,Republican,"[lamar smith, lamar smith noaa, lamar smith climate, lamar smith primary, lamar smith science, lamar smith for congress, lamar smith twitter, lamar smith wiki, lamar smith nfl, lamar smith texas]"
207,male,Bennie,Democrat,"[bennie thompson, bennie thompson congress, bennie thompson ravens, bennie thompson staff, bennie thompson twitter, bennie thompson committee assignments, bennie thompson tsa, bennie thompson bio, bennie thompson net worth, bennie thompson contact information]"
208,male,Mike,Democrat,"[mike thompson, mike thompson for congress, mike thompson rv, mike thompson twitter, mike thompson ca, mike thompson staff, mike thompson representative, mike thompson gun control, mike thompson facebook, mike thompson nba]"
209,male,Mac,Republican,"[mac thornberry, mac thornberry staff, mac thornberry twitter, mac thornberry wiki, mac thornberry district, mac thornberry internship, mac thornberry office, mac thornberry for congress, mac thornberry dc office, mac thornberry district map]"
210,male,Patrick,Republican,"[patrick tiberi, patrick tiberio, patrick tiberi committee assignments, patrick tiberi pwc, patrick tiberi voting record, patrick tiberi contact, patrick tiberi congressman, patrick tiberi staff, patrick tiberi leadership pac, patrick tiberi twitter]"
211,male,Michael,Republican,"[michael turner, michael turner congress, michael turner comics, michael turner stats, michael turner art, michael turner ftc, michael turner hudl, michael turner perc, michael turner batman, michael turner facebook]"
212,male,Tom,Democrat,"[tom udall, tom udall staff, tom udall twitter, tom udall committees, tom udall senate, tom udall chief of staff, tom udall wiki, tom udall indonesia, tom udall internship, tom udall voting record]"
213,male,Fred,Republican,"[fred upton, fred upton district, fred upton chief of staff, fred upton retirement, fred upton energy and commerce, fred upton twitter, fred upton dc office, fred upton bio, fred upton congress, fred upton campaign]"
214,male,Chris,Democrat,"[chris van hollen, chris van hollen for senate, chris van hollen office, chris van hollen internship, chris van hollen staff, chris van hollen district, chris van hollen twitter, chris van hollen net worth, chris van hollen voting record, chris van hollen endorsements]"
215,female,Nydia,Democrat,"[nydia velázquez, nydia velázquez biography, nydia velázquez paul bader, nydia velazquez bio, nydia velazquez office, nydia velazquez district map, nydia velazquez contact, nydia velazquez twitter, nydia velazquez email, nydia velazquez congress]"
216,male,Peter,Democrat,"[pete visclosky, pete visclosky staff, pete visclosky for congress, pete visclosky bio, pete visclosky address, pete visclosky website, pete visclosky internship, pete visclosky email, pete visclosky office, pete visclosky committees]"
217,male,Greg,Republican,"[greg walden, greg walden akin gump, greg walden for congress, greg walden committees, greg walden nrcc, greg walden staff, greg walden bio, greg walden chief of staff, greg walden wiki, greg walden twitter]"
218,female,Maxine,Democrat,"[maxine waters, maxine waters staff, maxine waters chief of staff, maxine waters office, maxine waters for congress, maxine waters twitter, maxine waters hillary clinton, maxine waters district map, maxine waters campaign, maxine waters wiki]"
219,male,Ed,Republican,"[ed whitfield, ed whitfield retiring, ed whitfield staff, ed whitfield twitter, ed whitfield office, ed whitfield chief of staff, ed whitfield greensboro, ed whitfield address, ed whitfield congressman, ed whitfield wiki]"
220,male,Joe,Republican,"[joe wilson, joe wilson congress, joe wilson football, joe wilson you lie snl, joe wilson dc, joe wilson staff, joe wilson twitter, joe wilson usaid, joe wilson fredericksburg va, joe wilson arrow]"
221,male,Don,Republican,"[don young, don young office, don young congress, don young puerto rico, don young staff, don young dc office, don youngblood, don young wiki, don young twitter, don young faa]"
222,male,Randy,Republican,"[randy neugebauer, randy neugebauer staff, randy neugebauer retiring, randy neugebauer texas, randy neugebauer lubbock office, randy neugebauer quotes, randy neugebauer voting record, randy neugebauer net worth, randy neugebauer wiki, randy neugebauer yacht]"
223,male,Matt,Republican,"[matt salmon, matt salmon congress, matt salmon freedom caucus, matt salmon dc office, matt salmon office, matt salmon staff, matt salmon twitter, matt salmon wiki, matt salmon bio, matt salmon china]"
224,male,Marshall,Republican,"[marshall sanford, marshall sanford lazard, marshall sanford south carolina, marshall sanford nc, marshall sanford college, marshall sanford fl, marshall sanford obituary, marshall sanford utep, marshall sanford me, marshalls sanford maine]"
225,male,George,Democrat,"[george butterfield, george butterfield jr, george butterfield creighton, george butterfield composer, george butterfield prudential, georges butterfield mo, george butterfield north carolina, george butterfield real estate, george butterfield architect, george butterfield omaha]"
226,male,Jim,Democrat,"[jim costa, jim costa for congress, jim costa chief of staff, jim costa tpp, jim costa facebook, jim costa ca, jim costa bio, jim costanzo, jim costa twitter, jim costanza]"
227,female,Debbie,Democrat,"[debbie wasserman schultz, debbie wasserman schultz twitter, debbie wasserman schultz husband, debbie wasserman schultz snl, debbie wasserman schultz bio, debbie wasserman schultz staff, debbie wasserman schultz primary, debbie wasserman schultz primary challenge, debbie wasserman schultz dc office, debbie wasserman schultz chief of staff]"
228,male,Tom,Republican,"[tom price, tom price congress, tom price budget, tom price twitter, tom price staff, tom price committees, tom price brookings, tom price md, tom price obamacare replacement, tom price office]"
229,male,Lynn,Republican,"[lynn westmoreland, lynn westmoreland retiring, lynn westmoreland staff, lynn westmoreland chief of staff, lynn westmoreland committees, lynn westmoreland rubio, lynn westmoreland ballotpedia, lynn westmoreland office, lynn westmoreland district map, lynn westmoreland twitter]"
230,male,Daniel,Democrat,"[daniel lipinski, daniel lipinski for congress, daniel lipinski office, daniel lipinski planned parenthood, daniel lipinski london, daniel lipinski linkedin, daniel lipinski audi, daniel lipinski illinois, daniel lipinski email, daniel lipinski vancouver]"
231,male,Charles,Republican,"[charles boustany, charles boustany for senate, charles boustany twitter, charles boustany staff, charles boustany bio, charles boustany committees, charles boustany chief of staff, charles boustany email address, charles boustany facebook, charles boustany biography]"
232,male,Emanuel,Democrat,"[emanuel cleaver, emanuel cleaver missouri, emanuel cleaver staff, emanuel cleaver bio, emanuel cleaver iii, emanuel cleaver blvd, emanuel cleaver office, emanuel cleaver church, emanuel cleaver twitter, emanuel cleaver boulevard]"
233,male,Jeff,Republican,"[jeff fortenberry, jeff fortenberry genocide, jeff fortenberry staff, jeff fortenberry for congress, jeff fortenberry twitter, jeff fortenberry bio, jeff fortenberry committees, jeff fortenberry wiki, jeff fortenberry biography, jeff fortenberry facebook]"
234,male,Brian,Democrat,"[brian higgins, brian higgins security, brian higgins for congress, brian higgins mckinsey, brian higgins linkedin, brian higgins facebook, brian higgins verizon, brian higgins hedge fund, brian higgins oracle, brian higgins obituary]"
235,female,Virginia,Republican,"[virginia foxx, virginia foxx job bank, virginia foxx district, virginia foxx chief of staff, virginia foxx twitter, virginia foxx staff, virginia foxx primary, virginia foxx office, virginia foxx address, virginia foxx voting record]"
236,male,Patrick,Republican,"[patrick mchenry, patrick mchenry chief of staff, patrick mchenry for congress, patrick mchenry staff, patrick mchenry facebook, patrick mchenry twitter, patrick mchenry leadership pac, patrick mchenry wiki, patrick mchenry committees, patrick mchenry wife]"
237,male,Michael,Republican,"[michael fitzpatrick, michael fitzpatrick ge, michael fitzpatrick congress, michael fitzpatrick oas, michael fitzpatrick wife, michael fitzpatrick attorney, michael fitzpatrick artist, michael fitzpatrick facebook, michael fitzpatrick linkedin, michael fitzpatrick md]"
238,male,Charles,Republican,"[charles dent, charles denton, charles denton watson, charles dental group, charles dent horse, charles dentist, charles denton tex watson, charles denton armstrong, charles dent wiki, charles denton actor]"
239,male,Louie,Republican,"[louie gohmert, louie gohmert primary, louie gohmert twitter, louie gohmert for congress, louie gohmert office, louie gohmert staff, louie gohmert freedom caucus, louie gohmert jr, louie gohmert primary challenger, louie gohmert asparagus]"
240,male,Ted,Republican,"[ted poe, ted poe signature, ted poe congress, ted poe staff, ted poe committees, ted poe facebook, ted poe twitter, ted poe cuba, ted poetry, ted poems]"
241,male,Al,Democrat,"[al green, al green songs, al green congress, al green let's stay together, al green love and happiness, al green tired of being alone, al green greatest hits, al green albums, al green simply beautiful, al green call me]"
242,male,Michael,Republican,"[michael mccaul, michael mccauley, michael mccaul committees, michael mccaul twitter, michael mccaul staff, michael mccaul office, michael mccaul for congress, michael mccaul book, michael mccauley obituary, michael mccaul biography]"
243,male,K.,Republican,"[conaway k. michael, belinda k conaway, k michael conaway texas, k michael conaway wikipedia, annson k conaway, rep conaway k. michael]"
244,male,Kenny,Republican,"[kenny marchant, kenny marchant for congress, kenny marchant staff, kenny marchant facebook, kenny marchant twitter, kenny marchant wiki, kenny marchant district, kenny marchant internship, kenny marchant committees, kenny marchant tx]"
245,male,Henry,Democrat,"[henry cuellar, henry cuellar staff, henry cuellar committees, henry cuellar for congress, henry cuellar tpp, henry cuellar internship, henry cuellar mother, henry cuellar twitter, henry cuellar office, henry cuellar bio]"
246,female,Cathy,Republican,"[cathy mcmorris rodgers, cathy mcmorris rodgers staff, cathy mcmorris rodgers twitter, cathy mcmorris rodgers committees, cathy mcmorris rodgers for congress, cathy mcmorris rodgers youtube, cathy mcmorris rodgers facebook, cathy mcmorris rodgers instagram, cathy mcmorris rodgers obamacare, cathy mcmorris rodgers bio]"
247,male,David,Republican,"[david reichert, david reichert facebook, david reichert congress, david reichert waddell and reed, david reichert radius, david reichert santa barbara, david reichert holiday retirement, david reichert wustl, david reichert cameraman, david reichert green river killer]"
248,female,Gwen,Democrat,"[gwen moore, gwen moore holliday, gwen moore chief of staff, gwen moore dc office, gwen moore scheduler, gwen moore sean duffy, gwen moore colbert, gwen moore committees, gwen moore facebook, gwen moore california]"
249,female,Doris,Democrat,"[doris matsui, doris matsui committees, doris matsui staff, doris matsui twitter, doris matsui dc office, doris matsui for congress, doris matsui tpp, doris matsui internship, doris matsui facebook, doris matsui new york times]"
250,male,Richard,Democrat,"[richard nolan, richard nolan obituary, richard nolan facebook, richard nolan md, richard nolan congress, richard nolan uf, richard nolan attorney, richard dolan ufo, richard nolan linkedin, richard nolan’s stages of growth model]"
251,male,Bill,Republican,"[bill shuster, bill shuster for congress, bill shuster primary, bill shuster chief of staff, bill shuster twitter, bill shuster faa, bill shuster shelley rubino, bill shuster district, bill shuster pa, bill shuster politico]"
252,male,Albio,Democrat,"[albio sires, albio sires staff, albio sires chief of staff, albio sires congressman, albio sires internship, albio sires twitter, albio sires facebook, albio sires cuba, albio sires committees, albio sires wiki]"
253,male,Jerry,Democrat,"[jerry mcnerney, jerry mcnerney staff, jerry mcnerney chief of staff, jerry mcnerney for congress, jerry mcnerney committees, jerry mcnerney district, jerry mcnerney wiki, jerry mcnerney bio, jerry mcnerney email address, jerry mcnerney office]"
254,male,Kevin,Republican,"[kevin mccarthy, kevin mccarthy fox 5, kevin mccarthy movie reviews, kevin mccarthy actor, kevin mccarthy twitter, kevin mccarthy calendar, kevin mccarthy tv, kevin mccarthy fox news, kevin mccarthy district, kevin mccarthy instagram]"
255,male,Doug,Republican,"[doug lamborn, doug lamborn staff, doug lamborn for congress, doug lamborn twitter, doug lamborn christmas, doug lamborn voting record, doug lamborn committees, doug lamborn wiki, doug lamborn bio, doug lamborn email address]"
